Institution,Metric,Value,Year,Numeric Value,Rank,Decile
Edinburgh Napier,Average Teaching Score,51.1,2013,51.1,73.0,4.0
Queen Margaret,Average Teaching Score,51.1,2013,51.1,73.0,4.0
Edge Hill,Average Teaching Score,50.8,2013,50.8,75.0,4.0
Hertfordshire,Average Teaching Score,50.6,2013,50.6,76.0,4.0
Anglia Ruskin,Average Teaching Score,50.2,2013,50.2,77.0,4.0
Portsmouth,Average Teaching Score,49.8,2013,49.8,78.0,4.0
Teesside,Average Teaching Score,49.8,2013,49.8,78.0,4.0
Nottingham Trent,Average Teaching Score,49.5,2013,49.5,80.0,4.0
Aberystwyth,Average Teaching Score,49.0,2013,49.0,81.0,4.0
Glamorgan,Average Teaching Score,49.0,2013,49.0,81.0,4.0
Sheffield Hallam,Average Teaching Score,48.7,2013,48.7,83.0,4.0
Salford,Average Teaching Score,48.5,2013,48.5,84.0,4.0
De Montfort,Average Teaching Score,48.4,2013,48.4,85.0,3.0
Northampton,Average Teaching Score,48.2,2013,48.2,86.0,3.0
Winchester,Average Teaching Score,48.0,2013,48.0,87.0,3.0
Greenwich,Average Teaching Score,47.8,2013,47.8,88.0,3.0
Swansea,Average Teaching Score,47.8,2013,47.8,88.0,3.0
Ulster,Average Teaching Score,47.8,2013,47.8,88.0,3.0
Bradford,Average Teaching Score,46.5,2013,46.5,91.0,3.0
Glasgow Caledonian,Average Teaching Score,46.5,2013,46.5,91.0,3.0
Westminster,Average Teaching Score,46.2,2013,46.2,93.0,3.0
Middlesex,Average Teaching Score,46.1,2013,46.1,94.0,3.0
Kingston,Average Teaching Score,45.8,2013,45.8,95.0,3.0
Staffordshire,Average Teaching Score,45.1,2013,45.1,96.0,3.0
"St Mary's UC, Twickenham",Average Teaching Score,44.2,2013,44.2,97.0,2.0
Liverpool John Moores,Average Teaching Score,43.8,2013,43.8,98.0,2.0
Worcester,Average Teaching Score,43.8,2013,43.8,98.0,2.0
York St John,Average Teaching Score,43.8,2013,43.8,98.0,2.0
Newman University College,Average Teaching Score,43.4,2013,43.4,101.0,2.0
Cumbria,Average Teaching Score,43.0,2013,43.0,102.0,2.0
Bedfordshire,Average Teaching Score,42.9,2013,42.9,103.0,2.0
London South Bank,Average Teaching Score,41.8,2013,41.8,104.0,2.0
Canterbury Christ Church,Average Teaching Score,40.9,2013,40.9,105.0,2.0
Glyndŵr,Average Teaching Score,40.4,2013,40.4,106.0,2.0
West of Scotland,Average Teaching Score,39.6,2013,39.6,107.0,2.0
Manchester Met,Average Teaching Score,39.4,2013,39.4,108.0,2.0
Roehampton,Average Teaching Score,39.1,2013,39.1,109.0,1.0
Trinity Saint David,Average Teaching Score,38.9,2013,38.9,110.0,1.0
Newport,Average Teaching Score,38.8,2013,38.8,111.0,1.0
Leeds Met,Average Teaching Score,37.1,2013,37.1,112.0,1.0
Leeds Trinity University College,Average Teaching Score,36.8,2013,36.8,113.0,1.0
UC Suffolk,Average Teaching Score,36.2,2013,36.2,114.0,1.0
East London,Average Teaching Score,34.7,2013,34.7,115.0,1.0
Bucks New University,Average Teaching Score,32.4,2013,32.4,116.0,1.0
Southampton Solent,Average Teaching Score,31.2,2013,31.2,117.0,1.0
London Met,Average Teaching Score,30.5,2013,30.5,118.0,1.0
Abertay Dundee,Average Teaching Score,30.2,2013,30.2,119.0,1.0
Bolton,Average Teaching Score,28.9,2013,28.9,120.0,1.0
Cambridge,NSS Teaching (%),93.0,2013,93.0,3.0,10.0
Oxford,NSS Teaching (%),93.483709273183,2013,93.483709273183,2.0,10.0
London School of Economics,NSS Teaching (%),82.25,2013,82.25,87.0,3.0
St Andrews,NSS Teaching (%),95.4773869346734,2013,95.4773869346734,1.0,10.0
Warwick,NSS Teaching (%),88.5286783042394,2013,88.5286783042394,21.0,9.0
UCL,NSS Teaching (%),87.25,2013,87.25,34.0,8.0
Durham,NSS Teaching (%),89.4736842105263,2013,89.4736842105263,11.0,10.0
Lancaster,NSS Teaching (%),89.1959798994975,2013,89.1959798994975,14.0,9.0
Bath,NSS Teaching (%),89.2230576441102,2013,89.2230576441102,13.0,9.0
Exeter,NSS Teaching (%),91.2718204488778,2013,91.2718204488778,5.0,10.0
Loughborough,NSS Teaching (%),87.2817955112219,2013,87.2817955112219,33.0,8.0
Surrey,NSS Teaching (%),87.0,2013,87.0,37.0,7.0
Imperial College,NSS Teaching (%),83.6683417085427,2013,83.6683417085427,73.0,4.0
Glasgow,NSS Teaching (%),90.5,2013,90.5,8.0,10.0
Edinburgh,NSS Teaching (%),86.9674185463659,2013,86.9674185463659,38.0,7.0
Buckingham,NSS Teaching (%),91.2935323383085,2013,91.2935323383085,4.0,10.0
York,NSS Teaching (%),88.7780548628429,2013,88.7780548628429,15.0,9.0
Bristol,NSS Teaching (%),90.0,2013,90.0,10.0,10.0
Leicester,NSS Teaching (%),88.5572139303483,2013,88.5572139303483,20.0,9.0
Heriot-Watt,NSS Teaching (%),85.9649122807018,2013,85.9649122807018,48.0,7.0
City,NSS Teaching (%),81.6120906801008,2013,81.6120906801008,94.0,3.0
Kent,NSS Teaching (%),86.5671641791045,2013,86.5671641791045,40.0,7.0
Southampton,NSS Teaching (%),85.5361596009975,2013,85.5361596009975,54.0,6.0
UEA,NSS Teaching (%),90.7960199004975,2013,90.7960199004975,7.0,10.0
Reading,NSS Teaching (%),87.8109452736318,2013,87.8109452736318,26.0,8.0
Nottingham,NSS Teaching (%),87.4371859296482,2013,87.4371859296482,31.0,8.0
Aston,NSS Teaching (%),83.0423940149626,2013,83.0423940149626,78.0,4.0
Sussex,NSS Teaching (%),90.5,2013,90.5,8.0,10.0
SOAS,NSS Teaching (%),86.0349127182045,2013,86.0349127182045,44.0,7.0
Birmingham,NSS Teaching (%),87.25,2013,87.25,34.0,8.0
University of the Arts London,NSS Teaching (%),77.0,2013,77.0,115.0,1.0
King's College London,NSS Teaching (%),87.5,2013,87.5,30.0,8.0
Newcastle,NSS Teaching (%),88.7780548628429,2013,88.7780548628429,15.0,9.0
Strathclyde,NSS Teaching (%),85.5361596009975,2013,85.5361596009975,54.0,6.0
Robert Gordon,NSS Teaching (%),84.788029925187,2013,84.788029925187,62.0,5.0
Queen Mary,NSS Teaching (%),85.785536159601,2013,85.785536159601,50.0,6.0
Leeds,NSS Teaching (%),87.9699248120301,2013,87.9699248120301,25.0,8.0
Aberdeen,NSS Teaching (%),87.7805486284289,2013,87.7805486284289,27.0,8.0
Royal Holloway,NSS Teaching (%),88.0,2013,88.0,24.0,9.0
Cardiff,NSS Teaching (%),87.0324189526185,2013,87.0324189526185,36.0,8.0
Manchester,NSS Teaching (%),83.7905236907731,2013,83.7905236907731,70.0,5.0
Sheffield,NSS Teaching (%),89.2768079800499,2013,89.2768079800499,12.0,10.0
Dundee,NSS Teaching (%),86.0349127182045,2013,86.0349127182045,44.0,7.0
Brunel,NSS Teaching (%),82.9573934837093,2013,82.9573934837093,80.0,4.0
Liverpool,NSS Teaching (%),85.929648241206,2013,85.929648241206,49.0,6.0
Coventry,NSS Teaching (%),86.81592039801,2013,86.81592039801,39.0,7.0
Lincoln,NSS Teaching (%),82.7930174563591,2013,82.7930174563591,81.0,4.0
Huddersfield,NSS Teaching (%),85.25,2013,85.25,59.0,5.0
Oxford Brookes,NSS Teaching (%),84.788029925187,2013,84.788029925187,62.0,5.0
Essex,NSS Teaching (%),86.25,2013,86.25,43.0,7.0
Keele,NSS Teaching (%),91.044776119403,2013,91.044776119403,6.0,10.0
Chester,NSS Teaching (%),86.0349127182045,2013,86.0349127182045,44.0,7.0
"Queen's, Belfast",NSS Teaching (%),85.5,2013,85.5,56.0,6.0
UWE Bristol,NSS Teaching (%),84.5,2013,84.5,65.0,5.0
Bournemouth,NSS Teaching (%),76.0,2013,76.0,116.0,1.0
Northumbria,NSS Teaching (%),81.5461346633416,2013,81.5461346633416,95.0,2.0
UC Falmouth,NSS Teaching (%),81.0473815461347,2013,81.0473815461347,100.0,2.0
Sunderland,NSS Teaching (%),83.7092731829574,2013,83.7092731829574,72.0,4.0
Gloucestershire,NSS Teaching (%),85.25,2013,85.25,59.0,6.0
Birmingham City,NSS Teaching (%),82.5436408977556,2013,82.5436408977556,84.0,3.0
Chichester,NSS Teaching (%),88.0299251870324,2013,88.0299251870324,23.0,9.0
Plymouth,NSS Teaching (%),83.25,2013,83.25,76.0,4.0
Bangor,NSS Teaching (%),87.5311720698254,2013,87.5311720698254,29.0,8.0
Brighton,NSS Teaching (%),84.28927680798,2013,84.28927680798,68.0,5.0
Goldsmiths,NSS Teaching (%),85.785536159601,2013,85.785536159601,50.0,6.0
Cardiff Met,NSS Teaching (%),82.4561403508772,2013,82.4561403508772,86.0,3.0
Stirling,NSS Teaching (%),87.75,2013,87.75,28.0,8.0
West London,NSS Teaching (%),78.25,2013,78.25,113.0,1.0
Hull,NSS Teaching (%),88.7780548628429,2013,88.7780548628429,15.0,9.0
Derby,NSS Teaching (%),85.0,2013,85.0,61.0,5.0
Bath Spa,NSS Teaching (%),88.4422110552764,2013,88.4422110552764,22.0,9.0
Central Lancashire,NSS Teaching (%),82.25,2013,82.25,87.0,3.0
Edinburgh Napier,NSS Teaching (%),82.7930174563591,2013,82.7930174563591,81.0,4.0
Queen Margaret,NSS Teaching (%),85.785536159601,2013,85.785536159601,50.0,6.0
Edge Hill,NSS Teaching (%),86.0349127182045,2013,86.0349127182045,44.0,7.0
Hertfordshire,NSS Teaching (%),82.2055137844612,2013,82.2055137844612,89.0,3.0
Anglia Ruskin,NSS Teaching (%),80.5,2013,80.5,104.0,2.0
Portsmouth,NSS Teaching (%),84.5386533665835,2013,84.5386533665835,64.0,5.0
Teesside,NSS Teaching (%),84.3434343434343,2013,84.3434343434343,67.0,5.0
Nottingham Trent,NSS Teaching (%),78.3582089552239,2013,78.3582089552239,112.0,1.0
Aberystwyth,NSS Teaching (%),88.75,2013,88.75,18.0,9.0
Glamorgan,NSS Teaching (%),81.5461346633416,2013,81.5461346633416,95.0,3.0
Sheffield Hallam,NSS Teaching (%),80.4020100502513,2013,80.4020100502513,105.0,2.0
Salford,NSS Teaching (%),81.9548872180451,2013,81.9548872180451,91.0,3.0
De Montfort,NSS Teaching (%),83.0423940149626,2013,83.0423940149626,78.0,4.0
Northampton,NSS Teaching (%),83.5,2013,83.5,74.0,4.0
Winchester,NSS Teaching (%),86.318407960199,2013,86.318407960199,42.0,7.0
Greenwich,NSS Teaching (%),85.7142857142857,2013,85.7142857142857,53.0,6.0
Swansea,NSS Teaching (%),82.0,2013,82.0,90.0,3.0
Ulster,NSS Teaching (%),80.2005012531328,2013,80.2005012531328,106.0,2.0
Bradford,NSS Teaching (%),81.5,2013,81.5,97.0,2.0
Glasgow Caledonian,NSS Teaching (%),81.9548872180451,2013,81.9548872180451,91.0,3.0
Westminster,NSS Teaching (%),74.937343358396,2013,74.937343358396,119.0,1.0
Middlesex,NSS Teaching (%),79.5,2013,79.5,108.0,1.0
Kingston,NSS Teaching (%),80.8457711442786,2013,80.8457711442786,101.0,2.0
Staffordshire,NSS Teaching (%),83.25,2013,83.25,76.0,4.0
"St Mary's UC, Twickenham",NSS Teaching (%),88.75,2013,88.75,18.0,9.0
Liverpool John Moores,NSS Teaching (%),79.75,2013,79.75,107.0,2.0
Worcester,NSS Teaching (%),85.3904282115869,2013,85.3904282115869,58.0,6.0
York St John,NSS Teaching (%),87.4371859296482,2013,87.4371859296482,31.0,8.0
Newman University College,NSS Teaching (%),86.5,2013,86.5,41.0,7.0
Cumbria,NSS Teaching (%),81.7955112219451,2013,81.7955112219451,93.0,3.0
Bedfordshire,NSS Teaching (%),83.75,2013,83.75,71.0,5.0
London South Bank,NSS Teaching (%),79.5,2013,79.5,108.0,1.0
Canterbury Christ Church,NSS Teaching (%),83.5,2013,83.5,74.0,4.0
Glyndŵr,NSS Teaching (%),84.5,2013,84.5,65.0,5.0
West of Scotland,NSS Teaching (%),82.5436408977556,2013,82.5436408977556,84.0,3.0
Manchester Met,NSS Teaching (%),77.5561097256858,2013,77.5561097256858,114.0,1.0
Roehampton,NSS Teaching (%),82.75,2013,82.75,83.0,4.0
Trinity Saint David,NSS Teaching (%),84.1191066997518,2013,84.1191066997518,69.0,5.0
Newport,NSS Teaching (%),80.8457711442786,2013,80.8457711442786,101.0,2.0
Leeds Met,NSS Teaching (%),78.75,2013,78.75,110.0,1.0
Leeds Trinity University College,NSS Teaching (%),85.4636591478697,2013,85.4636591478697,57.0,6.0
UC Suffolk,NSS Teaching (%),80.7980049875312,2013,80.7980049875312,103.0,2.0
East London,NSS Teaching (%),81.5,2013,81.5,97.0,2.0
Bucks New University,NSS Teaching (%),78.6967418546366,2013,78.6967418546366,111.0,1.0
Southampton Solent,NSS Teaching (%),76.0,2013,76.0,116.0,1.0
London Met,NSS Teaching (%),75.5,2013,75.5,118.0,1.0
Abertay Dundee,NSS Teaching (%),,2013,,,
Bolton,NSS Teaching (%),81.3432835820896,2013,81.3432835820896,99.0,2.0
Cambridge,NSS Overall (%),94.0,2013,94.0,1.0,10.0
Oxford,NSS Overall (%),93.0,2013,93.0,2.0,10.0
London School of Economics,NSS Overall (%),84.0,2013,84.0,52.0,5.0
St Andrews,NSS Overall (%),93.0,2013,93.0,2.0,10.0
Warwick,NSS Overall (%),88.0,2013,88.0,17.0,8.0
UCL,NSS Overall (%),88.0,2013,88.0,17.0,8.0
Durham,NSS Overall (%),90.0,2013,90.0,6.0,10.0
Lancaster,NSS Overall (%),88.0,2013,88.0,17.0,9.0
Bath,NSS Overall (%),91.0,2013,91.0,5.0,10.0
Exeter,NSS Overall (%),90.0,2013,90.0,6.0,10.0
Loughborough,NSS Overall (%),88.0,2013,88.0,17.0,9.0
Surrey,NSS Overall (%),87.0,2013,87.0,27.0,8.0
Imperial College,NSS Overall (%),85.0,2013,85.0,44.0,6.0
Glasgow,NSS Overall (%),90.0,2013,90.0,6.0,10.0
Edinburgh,NSS Overall (%),85.0,2013,85.0,44.0,6.0
Buckingham,NSS Overall (%),93.0,2013,93.0,2.0,10.0
York,NSS Overall (%),87.0,2013,87.0,27.0,8.0
Bristol,NSS Overall (%),87.0,2013,87.0,27.0,8.0
Leicester,NSS Overall (%),89.0,2013,89.0,11.0,9.0
Heriot-Watt,NSS Overall (%),86.0,2013,86.0,35.0,7.0
City,NSS Overall (%),78.0,2013,78.0,103.0,2.0
Kent,NSS Overall (%),88.0,2013,88.0,17.0,9.0
Southampton,NSS Overall (%),85.0,2013,85.0,44.0,6.0
UEA,NSS Overall (%),89.0,2013,89.0,11.0,9.0
Reading,NSS Overall (%),89.0,2013,89.0,11.0,9.0
Nottingham,NSS Overall (%),87.0,2013,87.0,27.0,8.0
Aston,NSS Overall (%),86.0,2013,86.0,35.0,7.0
Sussex,NSS Overall (%),88.0,2013,88.0,17.0,9.0
SOAS,NSS Overall (%),86.0,2013,86.0,35.0,7.0
Birmingham,NSS Overall (%),85.0,2013,85.0,44.0,7.0
University of the Arts London,NSS Overall (%),69.0,2013,69.0,119.0,1.0
King's College London,NSS Overall (%),84.0,2013,84.0,52.0,6.0
Newcastle,NSS Overall (%),89.0,2013,89.0,11.0,9.0
Strathclyde,NSS Overall (%),87.0,2013,87.0,27.0,8.0
Robert Gordon,NSS Overall (%),86.0,2013,86.0,35.0,7.0
Queen Mary,NSS Overall (%),88.0,2013,88.0,17.0,9.0
Leeds,NSS Overall (%),86.0,2013,86.0,35.0,7.0
Aberdeen,NSS Overall (%),88.0,2013,88.0,17.0,9.0
Royal Holloway,NSS Overall (%),87.0,2013,87.0,27.0,8.0
Cardiff,NSS Overall (%),86.0,2013,86.0,35.0,7.0
Manchester,NSS Overall (%),79.0,2013,79.0,93.0,2.0
Sheffield,NSS Overall (%),90.0,2013,90.0,6.0,10.0
Dundee,NSS Overall (%),86.0,2013,86.0,35.0,7.0
Brunel,NSS Overall (%),85.0,2013,85.0,44.0,7.0
Liverpool,NSS Overall (%),86.0,2013,86.0,35.0,8.0
Coventry,NSS Overall (%),85.0,2013,85.0,44.0,7.0
Lincoln,NSS Overall (%),82.0,2013,82.0,71.0,4.0
Huddersfield,NSS Overall (%),85.0,2013,85.0,44.0,7.0
Oxford Brookes,NSS Overall (%),82.0,2013,82.0,71.0,4.0
Essex,NSS Overall (%),88.0,2013,88.0,17.0,9.0
Keele,NSS Overall (%),90.0,2013,90.0,6.0,10.0
Chester,NSS Overall (%),84.0,2013,84.0,52.0,6.0
"Queen's, Belfast",NSS Overall (%),83.0,2013,83.0,61.0,5.0
UWE Bristol,NSS Overall (%),83.0,2013,83.0,61.0,5.0
Bournemouth,NSS Overall (%),70.0,2013,70.0,118.0,1.0
Northumbria,NSS Overall (%),83.0,2013,83.0,61.0,5.0
UC Falmouth,NSS Overall (%),75.0,2013,75.0,110.0,1.0
Sunderland,NSS Overall (%),82.0,2013,82.0,71.0,4.0
Gloucestershire,NSS Overall (%),83.0,2013,83.0,61.0,5.0
Birmingham City,NSS Overall (%),80.0,2013,80.0,88.0,3.0
Chichester,NSS Overall (%),87.0,2013,87.0,27.0,8.0
Plymouth,NSS Overall (%),80.0,2013,80.0,88.0,3.0
Bangor,NSS Overall (%),86.0,2013,86.0,35.0,8.0
Brighton,NSS Overall (%),83.0,2013,83.0,61.0,5.0
Goldsmiths,NSS Overall (%),83.0,2013,83.0,61.0,5.0
Cardiff Met,NSS Overall (%),82.0,2013,82.0,71.0,4.0
Stirling,NSS Overall (%),88.0,2013,88.0,17.0,9.0
West London,NSS Overall (%),76.0,2013,76.0,107.0,1.0
Hull,NSS Overall (%),89.0,2013,89.0,11.0,10.0
Derby,NSS Overall (%),81.0,2013,81.0,82.0,3.0
Bath Spa,NSS Overall (%),84.0,2013,84.0,52.0,6.0
Central Lancashire,NSS Overall (%),82.0,2013,82.0,71.0,4.0
Edinburgh Napier,NSS Overall (%),83.0,2013,83.0,61.0,5.0
Queen Margaret,NSS Overall (%),78.0,2013,78.0,103.0,2.0
Edge Hill,NSS Overall (%),84.0,2013,84.0,52.0,6.0
Hertfordshire,NSS Overall (%),83.0,2013,83.0,61.0,5.0
Anglia Ruskin,NSS Overall (%),76.0,2013,76.0,107.0,1.0
Portsmouth,NSS Overall (%),85.0,2013,85.0,44.0,7.0
Teesside,NSS Overall (%),82.0,2013,82.0,71.0,4.0
Nottingham Trent,NSS Overall (%),79.0,2013,79.0,93.0,2.0
Aberystwyth,NSS Overall (%),89.0,2013,89.0,11.0,10.0
Glamorgan,NSS Overall (%),81.0,2013,81.0,82.0,3.0
Sheffield Hallam,NSS Overall (%),79.0,2013,79.0,93.0,2.0
Salford,NSS Overall (%),79.0,2013,79.0,93.0,2.0
De Montfort,NSS Overall (%),84.0,2013,84.0,52.0,6.0
Northampton,NSS Overall (%),80.0,2013,80.0,88.0,3.0
Winchester,NSS Overall (%),81.0,2013,81.0,82.0,3.0
Greenwich,NSS Overall (%),84.0,2013,84.0,52.0,6.0
Swansea,NSS Overall (%),82.0,2013,82.0,71.0,4.0
Ulster,NSS Overall (%),82.0,2013,82.0,71.0,4.0
Bradford,NSS Overall (%),83.0,2013,83.0,61.0,5.0
Glasgow Caledonian,NSS Overall (%),82.0,2013,82.0,71.0,4.0
Westminster,NSS Overall (%),74.0,2013,74.0,113.0,1.0
Middlesex,NSS Overall (%),79.0,2013,79.0,93.0,2.0
Kingston,NSS Overall (%),79.0,2013,79.0,93.0,2.0
Staffordshire,NSS Overall (%),80.0,2013,80.0,88.0,3.0
"St Mary's UC, Twickenham",NSS Overall (%),87.0,2013,87.0,27.0,8.0
Liverpool John Moores,NSS Overall (%),80.0,2013,80.0,88.0,3.0
Worcester,NSS Overall (%),84.0,2013,84.0,52.0,6.0
York St John,NSS Overall (%),84.0,2013,84.0,52.0,6.0
Newman University College,NSS Overall (%),81.0,2013,81.0,82.0,3.0
Cumbria,NSS Overall (%),75.0,2013,75.0,110.0,1.0
Bedfordshire,NSS Overall (%),79.0,2013,79.0,93.0,2.0
London South Bank,NSS Overall (%),77.0,2013,77.0,105.0,2.0
Canterbury Christ Church,NSS Overall (%),82.0,2013,82.0,71.0,4.0
Glyndŵr,NSS Overall (%),79.0,2013,79.0,93.0,3.0
West of Scotland,NSS Overall (%),82.0,2013,82.0,71.0,5.0
Manchester Met,NSS Overall (%),75.0,2013,75.0,110.0,1.0
Roehampton,NSS Overall (%),79.0,2013,79.0,93.0,3.0
Trinity Saint David,NSS Overall (%),81.0,2013,81.0,82.0,4.0
Newport,NSS Overall (%),76.0,2013,76.0,107.0,2.0
Leeds Met,NSS Overall (%),77.0,2013,77.0,105.0,2.0
Leeds Trinity University College,NSS Overall (%),83.0,2013,83.0,61.0,5.0
UC Suffolk,NSS Overall (%),74.0,2013,74.0,113.0,1.0
East London,NSS Overall (%),81.0,2013,81.0,82.0,4.0
Bucks New University,NSS Overall (%),74.0,2013,74.0,113.0,1.0
Southampton Solent,NSS Overall (%),72.0,2013,72.0,117.0,1.0
London Met,NSS Overall (%),73.0,2013,73.0,116.0,1.0
Abertay Dundee,NSS Overall (%),,2013,,,
Bolton,NSS Overall (%),79.0,2013,79.0,93.0,3.0
Cambridge,Expenditure per student / 10,9.77399487193043,2013,9.77399487193043,2.0,10.0
Oxford,Expenditure per student / 10,9.80854001965857,2013,9.80854001965857,1.0,10.0
London School of Economics,Expenditure per student / 10,8.61731423967565,2013,8.61731423967565,6.0,10.0
St Andrews,Expenditure per student / 10,7.93109544907304,2013,7.93109544907304,12.0,10.0
Warwick,Expenditure per student / 10,8.56027231744815,2013,8.56027231744815,7.0,10.0
UCL,Expenditure per student / 10,8.62843040720962,2013,8.62843040720962,5.0,10.0
Durham,Expenditure per student / 10,6.23542074554611,2013,6.23542074554611,36.0,8.0
Lancaster,Expenditure per student / 10,7.63445705024311,2013,7.63445705024311,15.0,9.0
Bath,Expenditure per student / 10,5.54773527047826,2013,5.54773527047826,51.0,6.0
Exeter,Expenditure per student / 10,5.52694810073064,2013,5.52694810073064,52.0,6.0
Loughborough,Expenditure per student / 10,6.62839116662917,2013,6.62839116662917,31.0,8.0
Surrey,Expenditure per student / 10,7.46486275451979,2013,7.46486275451979,18.0,9.0
Imperial College,Expenditure per student / 10,8.16361579298541,2013,8.16361579298541,9.0,10.0
Glasgow,Expenditure per student / 10,6.72222930122932,2013,6.72222930122932,30.0,8.0
Edinburgh,Expenditure per student / 10,8.69896860944941,2013,8.69896860944941,4.0,10.0
Buckingham,Expenditure per student / 10,3.60643983988698,2013,3.60643983988698,98.0,2.0
York,Expenditure per student / 10,6.77620320565064,2013,6.77620320565064,28.0,8.0
Bristol,Expenditure per student / 10,5.67993454545454,2013,5.67993454545454,48.0,7.0
Leicester,Expenditure per student / 10,7.55228875854711,2013,7.55228875854711,16.0,9.0
Heriot-Watt,Expenditure per student / 10,7.42526139430983,2013,7.42526139430983,19.0,9.0
City,Expenditure per student / 10,7.86881450592234,2013,7.86881450592234,13.0,9.0
Kent,Expenditure per student / 10,6.29553097745816,2013,6.29553097745816,35.0,8.0
Southampton,Expenditure per student / 10,6.02004434790942,2013,6.02004434790942,39.0,7.0
UEA,Expenditure per student / 10,7.74133022040763,2013,7.74133022040763,14.0,9.0
Reading,Expenditure per student / 10,5.79372573662896,2013,5.79372573662896,45.0,7.0
Nottingham,Expenditure per student / 10,6.40294450747314,2013,6.40294450747314,34.0,8.0
Aston,Expenditure per student / 10,6.87655501213837,2013,6.87655501213837,26.0,8.0
Sussex,Expenditure per student / 10,5.09821412495209,2013,5.09821412495209,62.0,5.0
SOAS,Expenditure per student / 10,7.22284362228436,2013,7.22284362228436,20.0,9.0
Birmingham,Expenditure per student / 10,8.10420730644155,2013,8.10420730644155,10.0,10.0
University of the Arts London,Expenditure per student / 10,8.9473241804427,2013,8.9473241804427,3.0,10.0
King's College London,Expenditure per student / 10,6.8564251097654,2013,6.8564251097654,27.0,8.0
Newcastle,Expenditure per student / 10,5.89785531416868,2013,5.89785531416868,42.0,7.0
Strathclyde,Expenditure per student / 10,5.87538454906018,2013,5.87538454906018,43.0,7.0
Robert Gordon,Expenditure per student / 10,5.11631347962382,2013,5.11631347962382,61.0,5.0
Queen Mary,Expenditure per student / 10,7.03877772092851,2013,7.03877772092851,23.0,9.0
Leeds,Expenditure per student / 10,5.57830079929017,2013,5.57830079929017,50.0,6.0
Aberdeen,Expenditure per student / 10,5.6176202825519,2013,5.6176202825519,49.0,6.0
Royal Holloway,Expenditure per student / 10,4.98345281922108,2013,4.98345281922108,64.0,5.0
Cardiff,Expenditure per student / 10,6.18392667872062,2013,6.18392667872062,37.0,7.0
Manchester,Expenditure per student / 10,8.22793098265196,2013,8.22793098265196,8.0,10.0
Sheffield,Expenditure per student / 10,5.00554140873749,2013,5.00554140873749,63.0,5.0
Dundee,Expenditure per student / 10,6.01548120664475,2013,6.01548120664475,40.0,7.0
Brunel,Expenditure per student / 10,6.14667328699106,2013,6.14667328699106,38.0,7.0
Liverpool,Expenditure per student / 10,7.16103670963333,2013,7.16103670963333,21.0,9.0
Coventry,Expenditure per student / 10,3.36075459172383,2013,3.36075459172383,104.0,2.0
Lincoln,Expenditure per student / 10,4.05778152678195,2013,4.05778152678195,88.0,3.0
Huddersfield,Expenditure per student / 10,4.55153688195066,2013,4.55153688195066,72.0,4.0
Oxford Brookes,Expenditure per student / 10,5.48461270156422,2013,5.48461270156422,53.0,6.0
Essex,Expenditure per student / 10,6.76150550988578,2013,6.76150550988578,29.0,8.0
Keele,Expenditure per student / 10,3.75474726915843,2013,3.75474726915843,95.0,3.0
Chester,Expenditure per student / 10,4.13852060866092,2013,4.13852060866092,85.0,3.0
"Queen's, Belfast",Expenditure per student / 10,5.24300545904187,2013,5.24300545904187,58.0,6.0
UWE Bristol,Expenditure per student / 10,3.8191894785501,2013,3.8191894785501,93.0,3.0
Bournemouth,Expenditure per student / 10,6.9125334344264,2013,6.9125334344264,25.0,8.0
Northumbria,Expenditure per student / 10,5.37292822789493,2013,5.37292822789493,56.0,6.0
UC Falmouth,Expenditure per student / 10,6.5092203170495,2013,6.5092203170495,33.0,8.0
Sunderland,Expenditure per student / 10,7.04510757107452,2013,7.04510757107452,22.0,9.0
Gloucestershire,Expenditure per student / 10,4.60679311865902,2013,4.60679311865902,71.0,5.0
Birmingham City,Expenditure per student / 10,5.73794540863361,2013,5.73794540863361,47.0,7.0
Chichester,Expenditure per student / 10,3.23544468775868,2013,3.23544468775868,109.0,1.0
Plymouth,Expenditure per student / 10,6.61322228936989,2013,6.61322228936989,32.0,8.0
Bangor,Expenditure per student / 10,5.4540800531361,2013,5.4540800531361,54.0,6.0
Brighton,Expenditure per student / 10,4.63645881620948,2013,4.63645881620948,70.0,5.0
Goldsmiths,Expenditure per student / 10,3.37597759753662,2013,3.37597759753662,102.0,2.0
Cardiff Met,Expenditure per student / 10,4.64987613542527,2013,4.64987613542527,69.0,5.0
Stirling,Expenditure per student / 10,4.46411430951283,2013,4.46411430951283,75.0,4.0
West London,Expenditure per student / 10,6.95517174461479,2013,6.95517174461479,24.0,9.0
Hull,Expenditure per student / 10,4.65654101936178,2013,4.65654101936178,68.0,5.0
Derby,Expenditure per student / 10,4.6591382552299,2013,4.6591382552299,67.0,5.0
Bath Spa,Expenditure per student / 10,3.77783086478739,2013,3.77783086478739,94.0,3.0
Central Lancashire,Expenditure per student / 10,5.76659862458542,2013,5.76659862458542,46.0,7.0
Edinburgh Napier,Expenditure per student / 10,3.66526533605742,2013,3.66526533605742,96.0,2.0
Queen Margaret,Expenditure per student / 10,2.53886235345202,2013,2.53886235345202,116.0,1.0
Edge Hill,Expenditure per student / 10,2.88142163729355,2013,2.88142163729355,113.0,1.0
Hertfordshire,Expenditure per student / 10,4.03164501976456,2013,4.03164501976456,89.0,3.0
